match_key,career_match_index,career_stage,season,season_match_number,season_stage,date,day_of_week,week_of_season,days_since_last_match,is_back_to_back,match_density_3days,match_no,total_matches_that_day,multi_game_day,first_match_of_day,last_match_of_day,same_day_opponent_seq,opponent,opponent_slug,season_opponent_seq,is_repeat_opponent,rivalry,deaf_school,match_type,game_importance,game_importance_score,event_name,milestone_flag,result,set_scores,set_result,set_count,set_diff,comeback_win,revenge_match,redemption_game,total_points_for,total_points_against,margin_pct,high_margin_win,low_margin_loss,location,injured,sick,forfeited,favorite_match,birthday_match,highlight_match,is_conference,is_playoffs,is_tournament,is_championship,maxpreps
JR_10-09_RB_1,103,mid,JR,31,late,2018-10-09,Tuesday,6,3,False,1,1,1,False,,,1,Riverdale Baptist,RB,3,True,False,False,regular,low,0,,,L,"15-25,19-25,10-25",0-3,3,-3,False,False,False,75,44,0.2605042016806723,False,True,home,False,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/10-09-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-riverdale-baptist.htm?c=PJGyWueVVUimgHq4hG3jbg#tab=box-score&schoolid=
JR_10-10_OAKCREST_1,104,mid,JR,32,late,2018-10-10,Wednesday,6,1,True,2,1,1,False,,,1,Oakcrest,OAKCREST,1,False,False,False,regular,low,0,,,W,"25-18,25-16,25-18",3-0,3,3,False,False,False,75,52,0.18110236220472442,False,False,away,False,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/10-10-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-oakcrest.htm?c=hkGHXMiQwkCN_TmLP32IVw#tab=matchup&schoolid=
JR_10-11_WIS_1,105,mid,JR,33,late,2018-10-11,Thursday,7,1,True,3,1,1,False,,,1,Washington International,WIS,1,False,True,False,regular,low,0,,,L,"8-25,12-25,21-25",0-3,3,-3,False,False,False,75,41,0.29310344827586204,False,True,home,False,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/10-11-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-washington-international.htm?c=rM4IVytEz0ygFaEhEQ9CVQ
JR_10-16_BHA_1,106,mid,JR,34,late,2018-10-16,Tuesday,7,5,False,1,1,1,False,,,1,Berman Hebrew Academy,BHA,1,False,False,False,regular,low,0,,,W,"25-8,25-13,25-9",3-0,3,3,False,False,False,75,30,0.42857142857142855,False,False,away,False,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/10-16-2018/volleyball-18/berman-hebrew-academy-vs-model-secondary-school-for-the-deaf.htm?c=0ZG7rpPS9kidPsxOCv2JFw#tab=matchup&schoolid=
JR_10-18_FIELD_1,107,mid,JR,35,late,2018-10-18,Thursday,8,2,False,2,1,1,False,,,1,Field,FIELD,1,False,False,False,regular,low,0,,,W,"25-13,25-13,25-22",3-0,3,3,False,False,False,75,48,0.21951219512195122,False,False,away,False,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/10-18-2018/volleyball-18/field-vs-model-secondary-school-for-the-deaf.htm?c=9Y2TSXKnlUOH7p5xzj83Kw#tab=matchup&schoolid=
JR_10-19_BULLIS_1,108,mid,JR,36,late,2018-10-19,Friday,8,1,True,2,1,1,False,,,1,Bullis,BULLIS,2,True,False,False,regular,low,0,,,L,"23-25,14-25,26-24,20-25",1-3,4,-2,False,False,False,99,83,0.08791208791208792,False,True,home,False,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/10-19-2018/volleyball-18/bullis-vs-model-secondary-school-for-the-deaf.htm?c=CBTL9de1rU6ydjYIwywyog#tab=matchup&schoolid=
JR_10-22_SSFS_1,109,mid,JR,37,late,2018-10-22,Monday,8,3,False,1,1,1,False,,,1,Sandy Spring Friends,SSFS,2,True,False,False,regular,low,0,PVAC Tournament Quarterfinals,,W,"25-1,25-3,24-26,25-23",3-1,4,2,False,False,False,99,53,0.3026315789473684,False,False,home,False,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/10-22-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-sandy-spring-friends.htm?c=nHgUcvtCZkGaGfn06RSY9Q#tab=matchup&schoolid=
JR_10-29_WIS_1,110,mid,JR,38,late,2018-10-29,Monday,9,7,False,1,1,1,False,,,1,Washington International,WIS,2,True,True,False,championship,high,3,PVAC Tournament Championship,,L,"12-25,11-25,20-25",0-3,3,-3,False,False,False,75,43,0.2711864406779661,False,True,neutral,False,False,False,False,False,False,True,True,True,True,https://www.maxpreps.com/games/10-29-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-washington-international.htm?c=LOqNGbuhOE-1OTwiUK8QDw#tab=box-score&schoolid=
JR_11-06_SWW_1,111,mid,JR,39,late,2018-11-06,Tuesday,10,8,False,1,1,1,False,,,1,School Without Walls,SWW,3,True,False,False,playoff,high,2,DCSAA State Tournament First Round,last JR match,L,,2-3,5,-1,False,False,False,0,0,,False,False,neutral,False,False,False,False,False,False,False,True,False,False,https://www.maxpreps.com/games/11-06-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-school-without-walls.htm?c=6UCwlLsoc0ipcs1Ww4M2RA#tab=matchup&schoolid=
SR_08-29_MARET_1,112,mid,SR,1,early,2019-08-29,Thursday,1,296,False,1,1,1,False,,,1,Maret,MARET,1,False,False,False,regular,low,0,,first SR match,W,"27-25,20-25,25-23,15-25,16-14",3-2,5,1,False,False,False,103,112,-0.04186046511627907,False,False,away,False,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/08-29-2019/volleyball-19/maret-vs-model-secondary-school-for-the-deaf.htm?c=ZWSY1lY28Ui5v0UQkdb80w
SR_09-03_DCI_1,113,mid,SR,2,early,2019-09-03,Tuesday,1,5,False,1,1,1,False,,,1,DC International,DCI,1,False,False,False,regular,low,0,,,W,"25-16,25-19,25-16",3-0,3,3,False,False,False,75,51,0.19047619047619047,False,False,home,False,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/09-03-2019/volleyball-19/dc-international-vs-model-secondary-school-for-the-deaf.htm?c=vnGUQ0iSNE-oyNlMWcmh9w
SR_09-05_CL_1,114,mid,SR,3,early,2019-09-05,Thursday,2,2,False,2,1,1,False,,,1,Covenant Life,CL,1,False,True,False,regular,low,0,,,L,"18-25,23-25,9-25",0-3,3,-3,False,False,False,75,50,0.2,False,True,away,False,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/09-05-2019/volleyball-19/covenant-life-vs-model-secondary-school-for-the-deaf.htm?c=XppDyalKBEaO1F5pxy-NzA
SR_09-07_BIHS_1,115,mid,SR,4,early,2019-09-07,Saturday,2,2,False,4,1,3,True,True,False,1,Bishop Ireton,BIHS,1,False,False,False,regular,low,0,Fredericksburg Invitational 2019,,L,"20-25,14-25",0-2,2,-2,False,False,False,50,34,0.19047619047619047,False,True,neutral,False,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/09-07-2019/volleyball-19/bishop-ireton-vs-model-secondary-school-for-the-deaf.htm?c=2i4PtaWEmUuMlDlVE65NRg
SR_09-07_HIGHLAND_2,116,mid,SR,5,early,2019-09-07,Saturday,2,0,False,4,2,3,True,False,False,1,Highland,HIGHLAND,1,False,False,False,regular,low,0,Fredericksburg Invitational 2019,,W,"25-19,25-27,15-12",2-1,3,1,False,False,False,65,58,0.056910569105691054,False,False,neutral,False,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/09-07-2019/volleyball-19/highland-vs-model-secondary-school-for-the-deaf.htm?c=X8J5gh-oIUy5sRyoxk1a1A
SR_09-07_EPISCOPAL_3,117,mid,SR,6,early,2019-09-07,Saturday,2,0,False,4,3,3,True,False,True,1,Episcopal,EPISCOPAL,1,False,False,False,regular,low,0,Fredericksburg Invitational 2019,,L,"21-25,27-25,0-15",1-2,3,-1,False,False,False,65,48,0.1504424778761062,False,True,neutral,False,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/09-07-2019/volleyball-19/episcopal-vs-model-secondary-school-for-the-deaf.htm?c=z7WUjmSlxE2k__PRNpRWFg
SR_09-10_SAA_1,118,mid,SR,7,early,2019-09-10,Tuesday,2,3,False,1,1,1,False,,,1,Spencerville Adventist Academy,SAA,1,False,False,False,regular,low,0,,,W,"25-21,25-19,25-14",3-0,3,3,False,False,False,75,54,0.16279069767441862,False,False,home,False,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/09-10-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-spencerville-adventist-academy.htm?c=EtNkqAr_CkSDH8Kt_dbdwA
SR_09-12_BIHS_1,119,late,SR,8,early,2019-09-12,Thursday,3,2,False,2,1,1,False,,,1,Bishop Ireton,BIHS,2,True,False,False,regular,low,0,,,L,"11-25,13-25,17-25",0-3,3,-3,False,False,False,75,41,0.29310344827586204,False,True,away,False,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/09-12-2019/volleyball-19/bishop-ireton-vs-model-secondary-school-for-the-deaf.htm?c=HZy5AnNr9Uaasgc2r4pO2Q
SR_09-14_SCA_1,120,late,SR,9,early,2019-09-14,Saturday,3,2,False,6,1,5,True,True,False,1,Shalom Christian Academy,SCA,1,False,False,False,regular,low,0,Oriole Classic 2019 @ Maryland,,W,"26-24,25-21",2-0,2,2,False,False,False,51,45,0.0625,False,False,neutral,False,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/09-14-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-shalom-christian-academy.htm?c=yv6lm6GTPESUIYsRe0GjYg
SR_09-14_MSD_2,121,late,SR,10,early,2019-09-14,Saturday,3,0,False,6,2,5,True,False,False,1,Maryland School for the Deaf,MSD,1,False,True,True,regular,low,0,Oriole Classic 2019 @ Maryland,,T,"27-26,24-26",1-1,2,0,False,False,False,52,51,0.009708737864077669,False,False,away,False,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/09-14-2019/volleyball-19/maryland-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=JZy_Ujt1k0WRjGKfk_TTCg
SR_09-14_SJCP_3,122,late,SR,11,early,2019-09-14,Saturday,3,0,False,6,3,5,True,False,False,1,St. John's Catholic Prep,SJCP,1,False,False,False,regular,low,0,Oriole Classic 2019 @ Maryland,,L,"18-25,16-25",0-2,2,-2,False,False,False,50,34,0.19047619047619047,False,True,neutral,False,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/09-14-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-st-johns-catholic-prep.htm?c=zz-mVFyWi0eZ5kSQmFtHqg
SR_09-14_MSD_4,123,late,SR,12,early,2019-09-14,Saturday,3,0,False,6,4,5,True,False,False,2,Maryland School for the Deaf,MSD,2,True,True,True,regular,low,0,Oriole Classic 2019 @ Maryland,,W,"25-18,17-25,18-16",2-1,3,1,False,False,True,60,59,0.008403361344537815,False,False,away,False,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/09-14-2019/volleyball-19/maryland-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=6yBlF3an7kquIU0xy9I1Sg
SR_09-14_NL_5,124,late,SR,13,early,2019-09-14,Saturday,3,0,False,6,5,5,True,False,True,1,New Life Christian School,NL,1,False,False,False,regular,low,0,Oriole Classic 2019 @ Maryland,,W,"25-12,25-15",2-0,2,2,False,False,False,50,27,0.2987012987012987,False,False,away,False,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/09-14-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-varsity-opponent.htm?c=zTlurXAekU6DPGK1hKcfnw
SR_09-17_WCA_1,125,late,SR,14,early,2019-09-17,Tuesday,3,3,False,1,1,1,False,,,1,Washington Christian Academy,WCA,1,False,False,False,regular,low,0,,,W,"25-17,23-25,25-8,25-22",3-1,4,2,False,False,False,98,72,0.15294117647058825,False,False,away,False,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/09-17-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-washington-christian-academy.htm?c=axNdllYxWEurhP6yIAESJA
SR_09-19_BURKE_1,126,late,SR,15,early,2019-09-19,Thursday,4,2,False,2,1,1,False,,,1,Burke,BURKE,1,False,False,False,regular,low,0,,,W,"25-11,25-17,25-6",3-0,3,3,False,False,False,75,34,0.3761467889908257,False,False,away,False,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/09-19-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-varsity-opponent.htm?c=pYtUyF_aB0mHcg6tmNSBEA
SR_09-21_KAA_3,127,late,SR,16,mid,2019-09-21,Saturday,4,2,False,6,3,5,True,False,False,1,King Abdullah Academy,KAA,1,False,False,False,regular,low,0,Model Invitational 2019,,W,"25-15,25-17",2-0,2,2,False,False,False,50,32,0.21951219512195122,False,False,home,False,False,False,False,True,False,False,False,True,False,https://www.maxpreps.com/games/09-21-2019/volleyball-19/king-abdullah-academy-vs-model-secondary-school-for-the-deaf.htm?c=CA3iSxhjQEOi0PU-wPED6g
SR_09-21_DCI_1,128,late,SR,17,mid,2019-09-21,Saturday,4,0,False,6,1,5,True,True,False,1,DC International,DCI,2,True,False,False,regular,low,0,Model Invitational 2019,,L,"25-10,24-26,14-16",1-2,3,-1,False,False,False,52,63,-0.09565217391304348,False,True,home,False,False,False,False,True,False,False,False,True,False,https://www.maxpreps.com/games/09-21-2019/volleyball-19/dc-international-vs-model-secondary-school-for-the-deaf.htm?c=X-FIs7wPTE2Z3BT8LVBJ3Q
SR_09-21_BULLIS_4,129,late,SR,18,mid,2019-09-21,Saturday,4,0,False,6,4,5,True,False,False,1,Bullis,BULLIS,1,False,False,False,regular,low,0,Model Invitational 2019,,W,"25-18,25-17",2-0,2,2,False,True,True,50,35,0.17647058823529413,False,False,home,False,False,False,False,True,False,False,False,True,False,https://www.maxpreps.com/games/09-21-2019/volleyball-19/bullis-vs-model-secondary-school-for-the-deaf.htm?c=KrROSbehPUONbTHtTqXyVQ
SR_09-21_BULLIS_5,130,late,SR,19,mid,2019-09-21,Saturday,4,0,False,6,5,5,True,False,True,2,Bullis,BULLIS,2,True,False,False,regular,low,0,Model Invitational 2019,,L,"25-18,25-18",0-2,2,-2,False,False,False,36,50,-0.16279069767441862,False,False,home,False,False,False,False,True,False,False,False,True,False,https://www.maxpreps.com/games/09-21-2019/volleyball-19/bullis-vs-model-secondary-school-for-the-deaf.htm?c=G9nQB_qrYkSFMXaIJAzBfQ
SR_09-21_SWW_2,131,late,SR,20,mid,2019-09-21,Saturday,4,0,False,6,2,5,True,False,False,1,School Without Walls,SWW,1,False,False,False,regular,low,0,Model Invitational 2019,,W,"25-9,25-9",2-0,2,2,False,False,True,50,18,0.47058823529411764,False,False,home,False,False,False,False,True,False,False,False,True,False,https://www.maxpreps.com/games/09-21-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-school-without-walls.htm?c=-73onImFOUOZsDC0-raGlA
SR_09-24_FIELD_1,132,late,SR,21,mid,2019-09-24,Tuesday,4,3,False,1,1,1,False,,,1,Field,FIELD,1,False,False,False,regular,low,0,,,W,"25-23,25-10,25-15",3-0,3,3,False,False,False,75,48,0.21951219512195122,False,False,home,False,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/09-24-2019/volleyball-19/field-vs-model-secondary-school-for-the-deaf.htm?c=oourAhepTEyW0owetGekiQ
SR_09-25_SJDS_1,133,late,SR,22,mid,2019-09-25,Wednesday,4,1,True,2,1,1,False,,,1,Smith Jewish Day School,SJDS,1,False,False,False,regular,low,0,,,W,"25-10,25-13,25-23",3-0,3,3,False,False,False,75,46,0.2396694214876033,False,False,away,False,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/09-25-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-varsity-opponent.htm?c=WfbD-GDGtU2MfiORyXR9iA
SR_09-27_GTD_1,134,late,SR,23,mid,2019-09-27,Friday,5,2,False,2,1,1,False,,,1,Georgetown Day,GTD,1,False,False,False,regular,low,0,,,L,"20-25,25-18,9-25,21-25",1-3,4,-2,False,False,False,93,75,0.10714285714285714,False,True,home,False,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/09-27-2019/volleyball-19/georgetown-day-vs-model-secondary-school-for-the-deaf.htm?c=8QSwh2dDbkuQnPJ8lKOG8A
SR_09-30_SSFS_1,135,late,SR,24,mid,2019-09-30,Monday,5,3,False,1,1,1,False,,,1,Sandy Spring Friends,SSFS,1,False,False,False,regular,low,0,,,W,"25-8,25-6,25-8",3-0,3,3,False,False,False,75,22,0.5463917525773195,False,False,away,False,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/09-30-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-sandy-spring-friends.htm?c=vXhBTV1b-kCMrbsQbKyk7w
SR_10-04_ISD_1,136,late,SR,25,mid,2019-10-04,Friday,6,4,False,4,1,4,True,True,False,1,Indiana School for the Deaf,ISD,1,False,False,True,regular,low,0,SpikeOut 2019 @ Riverside,,W,"25-18,25-24",2-0,2,2,False,False,True,50,42,0.08695652173913043,False,False,neutral,False,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-04-2019/volleyball-19/indiana-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=f9flUAU6O06spxnElldSKA
SR_10-04_CSDF_2,137,late,SR,26,mid,2019-10-04,Friday,6,0,False,4,2,4,True,False,False,1,California School for the Deaf,CSDF,1,False,False,True,regular,low,0,SpikeOut 2019 @ Riverside,,W,"25-14,25-17",2-0,2,2,False,False,True,50,31,0.2345679012345679,False,False,neutral,False,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-04-2019/volleyball-19/california-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=5B-gOLdv6UqIHutSwlg3gQ
SR_10-04_TSD_3,138,late,SR,27,mid,2019-10-04,Friday,6,0,False,4,3,4,True,False,False,1,Texas School for the Deaf,TSD,1,False,False,True,regular,low,0,SpikeOut 2019 @ Riverside,,L,"22-25,11-25",0-2,2,-2,False,False,False,50,33,0.20481927710843373,False,True,neutral,False,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-04-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-texas-school-for-the-deaf.htm?c=1CZVdjkiLESPmWMPwddQIg
SR_10-04_CSDR_4,139,late,SR,28,mid,2019-10-04,Friday,6,0,False,4,4,4,True,False,True,1,California School for the Deaf-Riverside,CSDR,1,False,False,True,regular,low,0,SpikeOut 2019 @ Riverside,,W,"22-25,25-23,15-14",2-1,3,1,True,False,True,62,62,0.0,False,False,away,False,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-04-2019/volleyball-19/california-school-for-the-deaf-riverside-vs-model-secondary-school-for-the-deaf.htm?c=pihzlNYVq0a9p059m_dfLg
SR_10-05_ISD_1,140,late,SR,29,mid,2019-10-05,Saturday,6,1,True,6,1,2,True,True,False,1,Indiana School for the Deaf,ISD,2,True,False,True,regular,low,0,SpikeOut 2019 @ Riverside,,W,"25-17,25-13",2-0,2,2,False,False,True,50,30,0.25,False,False,neutral,False,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-05-2019/volleyball-19/indiana-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=uxhCmqiCxkuRNURdxgYWrw
SR_10-05_TSD_2,141,late,SR,30,mid,2019-10-05,Saturday,6,0,False,6,2,2,True,False,True,1,Texas School for the Deaf,TSD,2,True,False,True,regular,low,0,SpikeOut 2019 @ Riverside,,L,"16-25,14-25",0-2,2,-2,False,False,False,50,30,0.25,False,True,neutral,False,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-05-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-texas-school-for-the-deaf.htm?c=9lwl75e5H0CKfKiPKkOvmA
SR_10-08_OAKCREST_1,142,late,SR,31,late,2019-10-08,Tuesday,6,3,False,1,1,1,False,,,1,Oakcrest,OAKCREST,1,False,False,False,regular,low,0,,,W,"25-13,25-21,25-19",3-0,3,3,False,False,False,75,53,0.171875,False,False,home,False,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/10-08-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-oakcrest.htm?c=L00XN2jRbEC6wBbufPDRRA
SR_10-10_BHA_1,143,late,SR,32,late,2019-10-10,Thursday,7,2,False,2,1,1,False,,,1,Berman Hebrew Academy,BHA,1,False,False,False,regular,low,0,,,W,"25-17,25-9,25-7",3-0,3,3,False,False,False,75,33,0.3888888888888889,False,False,home,False,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/10-10-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-varsity-opponent.htm?c=9tYDUg4qF0qxW7tK_Ln9KQ
SR_10-12_PA_2,144,late,SR,33,late,2019-10-12,Saturday,7,2,False,6,2,5,True,False,False,1,Princess Anne,PA,1,False,False,False,regular,low,0,Tiger Paws Invitational 2019 @ Wilson,,L,"13-25,12-25",0-2,2,-2,False,False,False,50,25,0.3333333333333333,False,True,neutral,False,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-12-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-princess-anne.htm?c=Wdf7AW-Qs0uZ5kj5J-9Pkg
SR_10-12_KAA_4,145,late,SR,34,late,2019-10-12,Saturday,7,0,False,6,4,5,True,False,False,1,King Abdullah Academy,KAA,2,True,False,False,regular,low,0,Tiger Paws Invitational 2019 @ Wilson,,W,"25-19,25-18",2-0,2,2,False,False,False,50,37,0.14942528735632185,False,False,neutral,False,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-12-2019/volleyball-19/king-abdullah-academy-vs-model-secondary-school-for-the-deaf.htm?c=4o5xHQERTUCLFvhSNxhPvQ
SR_10-12_ROOSEVELT_1,146,late,SR,35,late,2019-10-12,Saturday,7,0,False,6,1,5,True,True,False,1,Roosevelt,ROOSEVELT,1,False,False,False,regular,low,0,Tiger Paws Invitational 2019 @ Wilson,,L,"18-25,25-23,12-15",1-2,3,-1,False,False,False,63,55,0.06779661016949153,False,True,neutral,False,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-12-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-roosevelt.htm?c=CXg2zA5gMECXIs3SwzgDtQ
SR_10-12_MACA_5,147,late,SR,36,late,2019-10-12,Saturday,7,0,False,6,5,5,True,False,True,2,Mount Airy Christian Academy,MACA,2,True,False,False,regular,low,0,Tiger Paws Invitational 2019 @ Wilson,,W,"25-18,25-21",2-0,2,2,False,False,False,50,39,0.12359550561797752,False,False,neutral,False,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-12-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-mount-airy-christian-academy.htm?c=97D32zj27UyiyV9SIHUNYw
SR_10-12_MACA_3,148,late,SR,37,late,2019-10-12,Saturday,7,0,False,6,3,5,True,False,False,1,Mount Airy Christian Academy,MACA,1,False,False,False,regular,low,0,Tiger Paws Invitational 2019 @ Wilson,,W,"25-18,25-18",2-0,2,2,False,False,False,50,36,0.16279069767441862,False,False,neutral,False,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-12-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-mount-airy-christian-academy.htm?c=0jccxebo90SvebpstwJWUg
SR_10-15_WIS_1,149,late,SR,38,late,2019-10-15,Tuesday,7,3,False,1,1,1,False,,,1,Washington International,WIS,1,False,True,False,regular,low,0,,,W,"25-23,25-17,25-19",3-0,3,3,False,False,True,75,59,0.11940298507462686,False,False,away,False,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/10-15-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-washington-international.htm?c=g6pJ4R30lkGUr0XSGqZzQg
SR_10-17_BARRIE_1,150,late,SR,39,late,2019-10-17,Thursday,8,2,False,2,1,1,False,,,1,Barrie,BARRIE,1,False,False,False,regular,low,0,,,W,"25-9,25-10,25-7",3-0,3,3,False,False,False,75,26,0.48514851485148514,False,False,away,False,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/10-17-2019/volleyball-19/barrie-vs-model-secondary-school-for-the-deaf.htm?c=Y5g55yVQRU2fOo5YKgnw-w
SR_10-18_KAA_1,151,late,SR,40,late,2019-10-18,Friday,8,1,True,2,1,1,False,,,1,King Abdullah Academy,KAA,3,True,False,False,regular,low,0,,,W,"23-25,25-14,25-10,25-19",3-1,4,2,True,False,False,98,68,0.18072289156626506,False,False,home,False,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/10-18-2019/volleyball-19/king-abdullah-academy-vs-model-secondary-school-for-the-deaf.htm?c=ff0wp3edSkmUy0ZVzt_rYQ
SR_10-21_MCLEAN_1,152,late,SR,41,late,2019-10-21,Monday,8,3,False,1,1,1,False,,,1,McLean,MCLEAN,1,False,False,False,forfeit,low,0,,,W,,0-0,0,0,False,False,False,0,0,,False,False,home,False,False,True,False,False,False,False,False,False,False,https://www.maxpreps.com/games/10-21-2019/volleyball-19/mclean-vs-model-secondary-school-for-the-deaf.htm?c=YN2GPO_oJUe9am8W3ZCb_A
SR_10-23_BHA_1,153,late,SR,42,late,2019-10-23,Wednesday,8,2,False,2,1,1,False,,,1,Berman Hebrew Academy,BHA,2,True,False,False,playoff,high,2,PVAC Tournament Quarterfinals,,W,"25-9,25-16,25-16",3-0,3,3,False,False,False,75,41,0.29310344827586204,False,False,home,False,False,False,False,False,False,True,True,True,False,https://www.maxpreps.com/games/10-23-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-varsity-opponent.htm?c=4SpEKTKm40mNlVqXSY8llQ
SR_10-28_SSFS_1,154,late,SR,43,late,2019-10-28,Monday,9,5,False,1,1,1,False,,,1,Sandy Spring Friends,SSFS,2,True,False,False,playoff,high,2,PVAC Tournament Semifinals,,W,"25-15,25-19,25-8",3-0,3,3,False,False,False,75,42,0.28205128205128205,False,False,home,False,False,False,False,False,False,True,True,True,False,https://www.maxpreps.com/games/10-28-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-sandy-spring-friends.htm?c=seZY-aU7r0O3adxoOvkc0w
SR_10-30_WIS_1,155,late,SR,44,late,2019-10-30,Wednesday,9,2,False,2,1,1,False,,,1,Washington International,WIS,2,True,True,False,championship,high,3,PVAC Tournament Championship,,W,"25-18,26-24,25-18",3-0,3,3,False,False,True,76,60,0.11764705882352941,False,False,neutral,False,False,False,False,False,False,True,True,True,True,https://www.maxpreps.com/games/10-30-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-washington-international.htm?c=GglwmyeMkEOGgntR9jsatw
SR_11-05_BELL_1,156,late,SR,45,late,2019-11-05,Tuesday,10,6,False,1,1,1,False,,,1,Bell,BELL,1,False,False,False,playoff,high,2,DCSAA State Tournament First Round,,W,"25-14,25-14,25-13",3-0,3,3,False,False,False,75,41,0.29310344827586204,False,False,away,False,False,False,False,False,False,False,True,True,False,https://www.maxpreps.com/games/11-05-2019/volleyball-19/bell-vs-model-secondary-school-for-the-deaf.htm?c=VcPx0s5gm0y4-10r8YIcYw
SR_11-06_SJ_1,157,late,SR,46,late,2019-11-06,Wednesday,10,1,True,2,1,1,False,,,1,St. John's,SJ,1,False,False,False,playoff,high,2,DCSAA State Tournament Quarterfinals,last SR match; last MSSD match,L,"20-25,20-25,14-25",0-3,3,-3,False,False,False,75,54,0.16279069767441862,False,True,away,False,False,False,False,False,False,False,True,True,False,https://www.maxpreps.com/games/11-06-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-st-johns.htm?c=eSZ4h7I5E0OFrIple4uZbw
