match_key,career_match_index,season,season_match_number,date,day_of_week,week_of_season,days_since_last_match,is_back_to_back,match_density_3days,match_no,total_matches_that_day,first_match_of_day,last_match_of_day,same_day_opponent_seq,opponent,opponent_slug,season_opponent_seq,is_repeat_opponent,rivalry,match_type,game_importance,game_importance_score,result,set_scores,set_result,set_count,set_diff,comeback_win,revenge_match,redemption_game,location,injured,sick,forfeited,favorite_match,birthday_match,is_conference,is_playoffs,is_tournament,is_championship,maxpreps
FR_09-01_TA_1,1,FR,1,2016-09-01,Thursday,1,0,False,1,1,1,,,1,Takoma Academy,TA,1,False,False,regular,low,0,W,"25-22,25-19,25-13",3-0,3,3,False,False,False,away,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/09-01-2016/volleyball-16/model-secondary-school-for-the-deaf-vs-takoma-academy.htm?c=RvM_PsTPpUqW-rKrugJlqw#tab=box-score&schoolid=
FR_09-09_RCSA_1,2,FR,2,2016-09-09,Friday,2,8,False,3,1,3,True,False,1,River City Science Academy,RCSA,1,False,False,regular,low,0,W,"25-11,25-19",2-0,2,2,False,False,False,neutral,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/09-09-2016/volleyball-16/model-secondary-school-for-the-deaf-vs-river-city-science-academy.htm?c=pi9qfk1i5EmrOFHajdNXlA#tab=box-score&schoolid=
FR_09-09_INTERLACHEN_2,3,FR,3,2016-09-09,Friday,2,0,False,3,2,3,False,False,1,Interlachen,INTERLACHEN,1,False,False,regular,low,0,W,"25-14,25-19",2-0,2,2,False,False,False,neutral,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/09-09-2016/volleyball-16/interlachen-vs-model-secondary-school-for-the-deaf.htm?c=kA1J5gUZYkGHUe9qPJ2ZFQ#tab=box-score&schoolid=
FR_09-09_FSDB_3,4,FR,4,2016-09-09,Friday,2,0,False,3,3,3,False,True,1,Florida School for the Deaf & Blind,FSDB,1,False,False,regular,low,0,W,"26-24,25-14",2-0,2,2,False,False,False,away,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/09-09-2016/volleyball-16/florida-school-for-the-deaf-and-blind-vs-model-secondary-school-for-the-deaf.htm?c=57jGU_XGx064Xen13AMNDQ#tab=box-score&schoolid=
FR_09-17_AIDB_1,5,FR,5,2016-09-17,Saturday,3,8,False,1,1,1,,,1,Alabama School for the Deaf,AIDB,1,False,False,regular,low,0,W,"25-21,25-13,25-11",3-0,3,3,False,False,False,home,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/09-17-2016/volleyball-16/alabama-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=kXOQNahMc02EHVChPD9akw#tab=box-score&schoolid=
FR_09-20_SJDS_1,6,FR,6,2016-09-20,Tuesday,3,3,False,1,1,1,,,1,Smith Jewish Day School,SJDS,1,False,False,regular,low,0,W,"25-8,25-18,25-11",3-0,3,3,False,False,False,home,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/09-20-2016/volleyball-16/model-secondary-school-for-the-deaf-vs-smith-jewish-day-school.htm?c=7PNjdNdlz0CeKtt37FNG9Q
FR_09-22_RB_1,7,FR,7,2016-09-22,Thursday,4,2,False,2,1,1,,,1,Riverdale Baptist,RB,1,False,False,regular,low,0,W,"25-16,25-12,25-22",3-0,3,3,False,False,False,away,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/09-22-2016/volleyball-16/model-secondary-school-for-the-deaf-vs-riverdale-baptist.htm?c=nxuukkNYG0GZqKd8l3qQdw#tab=box-score&schoolid=
FR_09-24_CSHC_1,8,FR,8,2016-09-24,Saturday,4,2,False,6,1,5,True,False,1,Connelly School of the Holy Child,CSHC,1,False,False,forfeit,low,0,W,,0,0,0,False,False,False,home,False,False,True,False,False,False,False,True,False,https://www.maxpreps.com/games/09-24-2016/volleyball-16/connelly-school-of-the-holy-child-vs-model-secondary-school-for-the-deaf.htm?c=jBxjGiIWW0u7_teU_JgZVg#tab=matchup&schoolid=
FR_09-24_ISA_2,9,FR,9,2016-09-24,Saturday,4,0,False,6,2,5,False,False,1,Islamic Saudi Academy,ISA,1,False,False,forfeit,low,0,L,"20-25,17-25",0-2,2,-2,False,False,False,home,False,False,True,False,False,False,False,True,False,https://www.maxpreps.com/games/09-24-2016/volleyball-16/islamic-saudi-academy-vs-model-secondary-school-for-the-deaf.htm?c=vIP1JGBVT0OrNQn3k7Vbug#tab=box-score&schoolid=
FR_09-24_SIDWELL_3,10,FR,10,2016-09-24,Saturday,4,0,False,6,3,5,False,False,1,Sidwell Friends,SIDWELL,1,False,False,forfeit,low,0,W,"25-20,25-22",2-0,2,2,False,False,False,home,False,False,True,False,False,False,False,True,False,https://www.maxpreps.com/games/09-24-2016/volleyball-16/model-secondary-school-for-the-deaf-vs-sidwell-friends.htm?c=JEvBgo21gkC-Z8s4LWkp1A#tab=box-score&schoolid=
FR_09-24_WILSON_4,11,FR,11,2016-09-24,Saturday,4,0,False,6,4,5,False,False,1,Woodrow Wilson,WILSON,1,False,False,forfeit,low,0,L,"12-25,23-25",0-2,2,-2,False,False,False,home,False,False,True,False,False,False,False,True,False,https://www.maxpreps.com/games/09-24-2016/volleyball-16/jackson-reed-vs-model-secondary-school-for-the-deaf.htm?c=N6-HRS3cNkOz2AJD_0rVbw#tab=box-score&schoolid=
FR_09-24_SIDWELL_5,12,FR,12,2016-09-24,Saturday,4,0,False,6,5,5,False,True,2,Sidwell Friends,SIDWELL,2,True,False,forfeit,low,0,W,"17-25,25-23,15-9",2-1,3,1,True,False,False,home,False,False,True,False,False,False,False,True,False,https://www.maxpreps.com/games/09-24-2016/volleyball-16/model-secondary-school-for-the-deaf-vs-sidwell-friends.htm?c=XwBzBi0pnUmHClGqHKF48g#tab=box-score&schoolid=
FR_09-27_MCLEAN_1,13,FR,13,2016-09-27,Tuesday,4,3,False,1,1,1,,,1,McLean,MCLEAN,1,False,False,sick,low,0,W,"25-13,25-12,25-4",3-0,3,3,False,False,False,away,False,True,False,False,False,True,False,False,False,https://www.maxpreps.com/games/09-27-2016/volleyball-16/mclean-vs-model-secondary-school-for-the-deaf.htm?c=ySNeF2UEdk6EgKi-o-mblA
FR_10-04_OAKCREST_1,14,FR,14,2016-10-04,Tuesday,5,7,False,1,1,1,,,1,Oakcrest,OAKCREST,1,False,False,regular,low,0,W,"25-23,25-8,25-11",3-0,3,3,False,False,False,home,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/10-04-2016/volleyball-16/model-secondary-school-for-the-deaf-vs-oakcrest.htm?c=aUV_nOezW0CdAXm48_6bgg#tab=box-score&schoolid=
FR_10-07_MSD_1,15,FR,15,2016-10-07,Friday,6,3,False,4,1,4,True,False,1,Maryland School for the Deaf,MSD,1,False,True,regular,low,0,L,"10-25,17-25",0-2,2,-2,False,False,False,neutral,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-07-2016/volleyball-16/maryland-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=owB3x6209kypjGTlkFpyUg#tab=box-score&schoolid=
FR_10-07_CSDR_2,16,FR,16,2016-10-07,Friday,6,0,False,4,2,4,False,False,1,California School for the Deaf-Riverside,CSDR,1,False,False,regular,low,0,W,"20-25,25-23,15-12",2-1,3,1,True,False,False,neutral,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-07-2016/volleyball-16/california-school-for-the-deaf-riverside-vs-model-secondary-school-for-the-deaf.htm?c=591mwas5f0WoifVu5uqlog#tab=box-score&schoolid=
FR_10-07_TSD_3,17,FR,17,2016-10-07,Friday,6,0,False,4,3,4,False,False,1,Texas School for the Deaf,TSD,1,False,False,regular,low,0,L,"11-25,16-25",0-2,2,-2,False,False,False,neutral,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-07-2016/volleyball-16/model-secondary-school-for-the-deaf-vs-texas-school-for-the-deaf.htm?c=AZ1n_IF5o0qp55V7f-lMvg#tab=box-score&schoolid=
FR_10-07_CSDF_4,18,FR,18,2016-10-07,Friday,6,0,False,4,4,4,False,True,1,California School for the Deaf,CSDF,1,False,False,regular,low,0,L,"25-21,14-25,9-15",1-2,3,-1,False,False,False,neutral,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-07-2016/volleyball-16/california-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=2GJMycrpkUGekllexQB5WQ#tab=box-score&schoolid=
FR_10-08_ISD_1,19,FR,19,2016-10-08,Saturday,6,1,True,7,1,3,True,False,1,Indiana School for the Deaf,ISD,1,False,False,regular,low,0,L,"14-25,14-25",0-2,2,-2,False,False,False,neutral,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-08-2016/volleyball-16/indiana-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=wj2y6CuesEukVstn_5dczA#tab=box-score&schoolid=
FR_10-08_CSDF_2,20,FR,20,2016-10-08,Saturday,6,0,False,7,2,3,False,False,1,California School for the Deaf,CSDF,2,True,False,regular,low,0,L,"18-25,20-25",0-2,2,-2,False,False,False,neutral,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-08-2016/volleyball-16/california-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=fuAmSgfRsUuIfu9RrW5Euw#tab=box-score&schoolid=
FR_10-08_CSDR_3,21,FR,21,2016-10-08,Saturday,6,0,False,7,3,3,False,True,1,California School for the Deaf-Riverside,CSDR,2,True,False,regular,low,0,L,"27-25,17-25,9-15",1-2,3,-1,False,False,False,neutral,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-08-2016/volleyball-16/california-school-for-the-deaf-riverside-vs-model-secondary-school-for-the-deaf.htm?c=EOTlFc410ESAEZ792PdFiA#tab=box-score&schoolid=
FR_10-11_RB_1,22,FR,22,2016-10-11,Tuesday,6,3,False,1,1,1,,,1,Riverdale Baptist,RB,2,True,False,regular,low,0,W,"25-15,25-11,25-12",3-0,3,3,False,False,False,home,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/10-11-2016/volleyball-16/model-secondary-school-for-the-deaf-vs-riverdale-baptist.htm?c=LTfs0953zkmtl3g-YTlQmw#tab=box-score&schoolid=
FR_10-12_BURKE_1,23,FR,23,2016-10-12,Wednesday,6,1,True,2,1,1,,,1,Burke,BURKE,1,False,False,regular,low,0,W,"25-9,25-12,22-25,25-10",3-1,4,2,False,False,False,away,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/10-12-2016/volleyball-16/burke-vs-model-secondary-school-for-the-deaf.htm?c=Us4trl_zYE-CmlSfbnhPPg#tab=box-score&schoolid=
FR_10-13_BHA_1,24,FR,24,2016-10-13,Thursday,7,1,True,3,1,1,,,1,Berman Hebrew Academy,BHA,1,False,False,regular,low,0,W,"25-3,25-4,25-9",3-0,3,3,False,False,False,away,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/10-13-2016/volleyball-16/berman-hebrew-academy-vs-model-secondary-school-for-the-deaf.htm?c=wBOWsi4yKU-0NsYO6AW5gA#tab=box-score&schoolid=
FR_10-15_MISD_1,25,FR,25,2016-10-15,Saturday,7,2,False,2,1,1,,,1,Mississippi School for the Deaf,MISD,1,False,False,regular,low,0,W,"25-15,25-14,25-13",3-0,3,3,False,False,False,home,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/10-15-2016/volleyball-16/mississippi-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=QLQua9MRV06tGzikyS_X5Q#tab=box-score&schoolid=
FR_10-18_SAA_1,26,FR,26,2016-10-18,Tuesday,7,3,False,1,1,1,,,1,Spencerville Adventist Academy,SAA,1,False,False,regular,low,0,W,"25-15,25-9,25-9",3-0,3,3,False,False,False,home,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/10-18-2016/volleyball-16/model-secondary-school-for-the-deaf-vs-spencerville-adventist-academy.htm?c=dOdx3x38hUGxQ27mlnE5lw#tab=box-score&schoolid=
FR_10-19_WIS_1,27,FR,27,2016-10-19,Wednesday,7,1,True,2,1,1,,,1,Washington International,WIS,1,False,True,regular,low,0,L,"23-25,14-25,25-18,25-19,10-15",2-3,5,-1,False,False,False,home,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/10-19-2016/volleyball-16/model-secondary-school-for-the-deaf-vs-washington-international.htm?c=3wDvA7Z8JkS_UPTSjFy3kA#tab=box-score&schoolid=
FR_10-20_FIELD_1,28,FR,28,2016-10-20,Thursday,8,1,True,3,1,1,,,1,Field,FIELD,1,False,False,regular,low,0,W,"25-4,25-10,25-16",3-0,3,3,False,False,False,away,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/10-20-2016/volleyball-16/field-vs-model-secondary-school-for-the-deaf.htm?c=c2uXDnz9_E-5t8OAyhaZdA#tab=box-score&schoolid=
FR_10-21_SRSSH_1,29,FR,29,2016-10-21,Friday,8,1,True,3,1,1,,,1,Stone Ridge School of the Sacred Heart,SRSSH,1,False,False,regular,low,0,L,"14-25,23-25,25-17,16-25",1-3,4,-2,False,False,False,home,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/10-21-2016/volleyball-16/model-secondary-school-for-the-deaf-vs-stone-ridge-school-of-the-sacred-heart.htm?c=nVB-PHRnU0W-XWA-RQ6dcg#tab=box-score&schoolid=
FR_10-24_CL_1,30,FR,30,2016-10-24,Monday,8,3,False,1,1,1,,,1,Covenant Life,CL,1,False,True,regular,low,0,L,"18-25,19-25,19-25",0-3,3,-3,False,False,False,away,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/10-24-2016/volleyball-16/covenant-life-vs-model-secondary-school-for-the-deaf.htm?c=HwFfJ1cHOESVd3ar6pDj9g#tab=box-score&schoolid=
FR_10-26_KAA_1,31,FR,31,2016-10-26,Wednesday,8,2,False,2,1,1,,,1,King Abdullah Academy,KAA,1,False,False,regular,low,0,L,"21-25,17-25,17-25",0-3,3,-3,False,False,False,away,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/10-26-2016/volleyball-16/king-abdullah-academy-vs-model-secondary-school-for-the-deaf.htm?c=-tOrhWspCEeA5i44Oqpqsg#tab=box-score&schoolid=
FR_10-27_GTD_1,32,FR,32,2016-10-27,Thursday,9,1,True,2,1,1,,,1,Georgetown Day,GTD,1,False,False,regular,low,0,L,"23-25,18-25,20-25",0-3,3,-3,False,False,False,away,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/10-27-2016/volleyball-16/georgetown-day-vs-model-secondary-school-for-the-deaf.htm?c=R3MWzYqaokauTCV50skhGg#tab=box-score&schoolid=
FR_11-08_PARKSIDE_1,33,FR,33,2016-11-08,Tuesday,10,12,False,1,1,1,,,1,Parkside,PARKSIDE,1,False,False,playoff,high,2,W,"25-10,25-13,25-7",3-0,3,3,False,False,False,home,False,False,False,False,False,False,True,True,False,https://www.maxpreps.com/games/11-08-2016/volleyball-16/model-secondary-school-for-the-deaf-vs-parkside.htm?c=mx6fmINk5EK6YawEoc4h1A#tab=box-score&schoolid=
FR_11-09_WILSON_1,34,FR,34,2016-11-09,Wednesday,10,1,True,2,1,1,,,1,Woodrow Wilson,WILSON,2,True,False,playoff,high,2,W,"25-21,25-17,25-15",3-0,3,3,False,True,False,away,False,False,False,False,False,False,True,True,False,https://www.maxpreps.com/games/11-09-2016/volleyball-16/jackson-reed-vs-model-secondary-school-for-the-deaf.htm?c=RTKAoLMPCk63gR0nYK7KEw#tab=box-score&schoolid=
FR_11-10_MARET_1,35,FR,35,2016-11-10,Thursday,11,1,True,3,1,1,,,1,Maret,MARET,1,False,False,playoff,high,2,W,"25-23,25-17,25-23",3-0,3,3,False,False,False,home,False,False,False,False,False,False,True,True,False,https://www.maxpreps.com/games/11-10-2016/volleyball-16/maret-vs-model-secondary-school-for-the-deaf.htm?c=96mssrBQ20WDyAp_g56jLg#tab=box-score&schoolid=
FR_11-11_SJ_1,36,FR,36,2016-11-11,Friday,11,1,True,3,1,1,,,1,St. John's,SJ,1,False,False,championship,high,3,L,"12-25,13-25,15-25",0-3,3,-3,False,False,False,neutral,False,False,False,False,False,False,True,True,True,https://www.maxpreps.com/games/11-11-2016/volleyball-16/model-secondary-school-for-the-deaf-vs-st-johns.htm?c=poFrFJ7iK0eyg9kZPUOQaw#tab=box-score&schoolid=
SO_08-29_SAA_1,37,SO,1,2017-08-29,Tuesday,1,291,False,1,1,1,,,1,Spencerville Adventist Academy,SAA,1,False,False,regular,low,0,W,"25-18,25-5,25-12",3-0,3,3,False,False,False,home,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/08-29-2017/volleyball-17/model-secondary-school-for-the-deaf-vs-spencerville-adventist-academy.htm?c=EysMl__wXEWyKfHgNVfpEQ#tab=box-score&schoolid=
SO_09-05_MARET_1,38,SO,2,2017-09-05,Tuesday,2,7,False,1,1,1,,,1,Maret,MARET,1,False,False,regular,low,0,L,"19-25,14-25,18-25",0-3,3,-3,False,False,False,away,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/09-05-2017/volleyball-17/maret-vs-model-secondary-school-for-the-deaf.htm?c=cnUwxUF910qvo_byQLATdQ#tab=box-score&schoolid=
SO_09-07_BW_1,39,SO,3,2017-09-07,Thursday,2,2,False,2,1,1,,,1,Brookewood,BW,1,False,False,regular,low,0,W,"25-8,25-16,25-6",3-0,3,3,False,False,False,home,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/09-07-2017/volleyball-17/brookewood-vs-model-secondary-school-for-the-deaf.htm?c=6TewSwa2p0eGwUFJqfNdbA#tab=box-score&schoolid=
SO_09-09_AASD_1,40,SO,4,2017-09-09,Saturday,2,2,False,3,1,2,True,False,1,Atlanta Area School for the Deaf,AASD,1,False,False,regular,low,0,W,"25-6,25-10,25-9",3-0,3,3,False,False,False,neutral,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/09-09-2017/volleyball-17/atlanta-area-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=NGJtcTostUS-zUwoR-XM_g#tab=box-score&schoolid=
SO_09-09_AIDB_2,41,SO,5,2017-09-09,Saturday,2,0,False,3,2,2,False,True,1,Alabama School for the Deaf,AIDB,1,False,False,regular,low,0,W,"25-13,25-9,25-10",3-0,3,3,False,False,False,away,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/09-09-2017/volleyball-17/alabama-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=Ed5SCbZmm0yep11pUl3Caw#tab=box-score&schoolid=
SO_09-12_WCA_1,42,SO,6,2017-09-12,Tuesday,3,3,False,1,1,1,,,1,Washington Christian Academy,WCA,1,False,False,regular,low,0,W,"25-8,25-11,25-12",3-0,3,3,False,False,False,away,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/09-12-2017/volleyball-17/model-secondary-school-for-the-deaf-vs-washington-christian-academy.htm?c=mujWv8l3TkaJ3JtoMOy_Eg#tab=box-score&schoolid=
SO_09-14_MCLEAN_1,43,SO,7,2017-09-14,Thursday,3,2,False,2,1,1,,,1,McLean,MCLEAN,1,False,False,regular,low,0,W,"25-8,25-10,25-12",3-0,3,3,False,False,False,home,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/09-14-2017/volleyball-17/mclean-vs-model-secondary-school-for-the-deaf.htm?c=a9ksnSw3I025jlIEVO8hMw#tab=box-score&schoolid=
SO_09-16_FRIENDS_1,44,SO,8,2017-09-16,Saturday,3,2,False,2,1,1,,,1,Friends,FRIENDS,1,False,False,regular,low,0,W,"25-15,25-17,25-8",3-0,3,3,False,False,False,home,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/09-16-2017/volleyball-17/friends-vs-model-secondary-school-for-the-deaf.htm?c=sOtrffr4_kOXt-grb9UdRA#tab=box-score&schoolid=
SO_09-18_BHA_1,45,SO,9,2017-09-18,Monday,3,2,False,2,1,1,,,1,Berman Hebrew Academy,BHA,1,False,False,sick,low,0,W,"25-10,25-6,25-9",3-0,3,3,False,False,False,home,False,True,False,False,False,True,False,False,False,https://www.maxpreps.com/games/09-18-2017/volleyball-17/berman-hebrew-academy-vs-model-secondary-school-for-the-deaf.htm?c=p1PM8dzkQkagnlgqSuigBA#tab=box-score&schoolid=
SO_09-19_BOHS_1,46,SO,10,2017-09-19,Tuesday,4,1,True,2,1,1,,,1,Bishop O'Connell,BOHS,1,False,False,regular,low,0,L,"23-25,12-25,16-25",0-3,3,-3,False,False,False,away,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/09-19-2017/volleyball-17/bishop-oconnell-vs-model-secondary-school-for-the-deaf.htm?c=uXQAlUqtb0ycWUXwSNnzlw#tab=box-score&schoolid=
SO_09-21_GCA_1,47,SO,11,2017-09-21,Thursday,4,2,False,2,1,1,,,1,Grace Christian Academy,GCA,1,False,False,regular,low,0,W,"25-20,25-16,25-11",3-0,3,3,False,False,False,away,False,False,False,False,True,False,False,False,False,https://www.maxpreps.com/games/09-21-2017/volleyball-17/grace-christian-academy-vs-model-secondary-school-for-the-deaf.htm?c=6iQcV7vUBku93iL_EBh5cg#tab=box-score&schoolid=
SO_09-23_KAA_2,48,SO,12,2017-09-23,Saturday,4,2,False,5,2,4,False,False,1,King Abdullah Academy,KAA,1,False,False,regular,low,0,W,"25-22,16-25,15-12",2-1,3,1,False,False,True,home,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/09-23-2017/volleyball-17/king-abdullah-academy-vs-model-secondary-school-for-the-deaf.htm?c=98zdz76AtE2OsGyZS2GxxA
SO_09-23_SIDWELL_1,49,SO,13,2017-09-23,Saturday,4,0,False,5,1,4,True,False,1,Sidwell Friends,SIDWELL,1,False,False,regular,low,0,L,"25-14,21-25,15-13",1-2,3,-1,False,False,False,home,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/09-23-2017/volleyball-17/model-secondary-school-for-the-deaf-vs-sidwell-friends.htm?c=RHS_XupWN0aw0EUBp_7UvQ#tab=box-score&schoolid=
